,RAZON SOCIAL,FECHA,PAIS ORIGEN,VIA TRANSPORTE,PAIS DESTINO,FOB U$S,FLETE U$S,TOTAL KGS NETO
1670,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2020-12-14,RUSSIAN FEDERATION,MARITIMO,ECUADOR,45439.63,7387.5,1724185.5015576323
1671,INDUSTRIAS DE MINERALES LA COLINA INDUCOLINA CIA. LTDA.,2020-12-25,RUSSIAN FEDERATION,MARITIMO,ECUADOR,137070.0,7524.0,522000.0
1672,FITO SANITARIO FITOSAN S.A.,2020-12-11,CHINA,MARITIMO,ECUADOR,94854.45,7745.55,360000.0
1673,FITO SANITARIO FITOSAN S.A.,2020-12-11,CHINA,MARITIMO,ECUADOR,17750.55,1449.45,478140.0
1674,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2020-12-25,RUSSIAN FEDERATION,MARITIMO,ECUADOR,312704.38,15466.0,1073000.0
1675,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2020-12-25,RUSSIAN FEDERATION,MARITIMO,ECUADOR,321155.88,15884.0,1102000.0
1676,AGRIPAC S.A.,2021-01-24,RUSSIAN FEDERATION,MARITIMO,ECUADOR,806850.0,140250.0,3300000.0
1677,AGRIPAC S.A.,2021-01-24,RUSSIAN FEDERATION,MARITIMO,ECUADOR,687150.0,114750.0,2700000.0
1678,FERTISA AGIF C.L.,2021-01-24,RUSSIAN FEDERATION,MARITIMO,ECUADOR,469980.0,76500.0,1800000.0
1679,FERTISA AGIF C.L.,2021-01-24,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1102200.0,187000.0,4400000.0
1680,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2021-01-24,RUSSIAN FEDERATION,MARITIMO,ECUADOR,614779.19,96900.0,2280000.0
1681,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2021-01-24,RUSSIAN FEDERATION,MARITIMO,ECUADOR,777810.0,127500.0,3000000.0
1682,FERTISA AGIF C.L.,2021-02-11,RUSSIAN FEDERATION,MARITIMO,ECUADOR,2558455.75,392000.0,7004670.0
1683,SOLVESA ECUADOR S.A,2021-01-26,RUSSIAN FEDERATION,MARITIMO,ECUADOR,91894.0,5720.0,319000.0
1684,AGRIPAC S.A.,2021-02-11,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1657575.0,252000.0,4500000.0
1685,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2021-02-11,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1003424.31,158733.8,3900000.0
1686,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2021-02-11,RUSSIAN FEDERATION,MARITIMO,ECUADOR,164775.67,26066.21,1724185.5015576323
1687,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2021-02-11,RUSSIAN FEDERATION,MARITIMO,ECUADOR,212400.0,33600.0,1724185.5015576323
1688,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2021-01-25,RUSSIAN FEDERATION,MARITIMO,ECUADOR,124852.0,17270.0,392000.0
1689,SOLVESA ECUADOR S.A,2021-02-11,RUSSIAN FEDERATION,MARITIMO,ECUADOR,215400.0,33600.0,600000.0
1690,HAIFA ECUADOR S.A.,2021-02-15,PAISES BAJOS,MARITIMO,ECUADOR,3108.17,467.41,26200.0
1691,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2021-02-11,RUSSIAN FEDERATION,MARITIMO,ECUADOR,164775.67,26066.21,465468.0
1692,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2021-02-11,RUSSIAN FEDERATION,MARITIMO,ECUADOR,212400.0,33600.0,600000.0
1693,FERTISA AGIF C.L.,2021-02-26,RUSSIAN FEDERATION,MARITIMO,ECUADOR,524115.06,29665.0,1653000.0
1694,SOLVESA ECUADOR S.A,2021-02-01,RUSSIAN FEDERATION,MARITIMO,ECUADOR,83540.0,5200.0,290000.0
1695,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2021-02-09,RUSSIAN FEDERATION,MARITIMO,ECUADOR,225475.31,14585.0,812000.0
1696,FERTILIZANTES Y ABONOS PALACIOS MARQUEZ FERTIPALMA CIA LTDA,2021-02-09,RUSSIAN FEDERATION,MARITIMO,ECUADOR,48875.0,2600.0,145000.0
1697,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2021-02-26,RUSSIAN FEDERATION,MARITIMO,ECUADOR,225475.31,14585.0,812000.0
1698,SOLVESA ECUADOR S.A,2021-02-19,RUSSIAN FEDERATION,MARITIMO,ECUADOR,167660.59,10920.0,580000.0
1699,FERTISA AGIF C.L.,2021-03-09,RUSSIAN FEDERATION,MARITIMO,ECUADOR,505725.06,28625.0,1595000.0
1700,SOLVESA ECUADOR S.A,2021-02-19,RUSSIAN FEDERATION,MARITIMO,ECUADOR,8383.0,3540.0,29000.0
1701,FERTISA AGIF C.L.,2021-03-16,RUSSIAN FEDERATION,MARITIMO,ECUADOR,283540.31,21050.0,1008000.0
1702,FERTISA AGIF C.L.,2021-03-16,RUSSIAN FEDERATION,MARITIMO,ECUADOR,283540.31,21050.0,1008000.0
1703,FERTISA AGIF C.L.,2021-03-15,RUSSIAN FEDERATION,MARITIMO,ECUADOR,380688.03,21000.0,1008000.0
1704,FERTISA AGIF C.L.,2021-03-22,RUSSIAN FEDERATION,MARITIMO,ECUADOR,337180.84,18600.0,892800.0
1705,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2021-03-22,RUSSIAN FEDERATION,MARITIMO,ECUADOR,175950.0,9360.0,522000.0
1706,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2021-03-22,RUSSIAN FEDERATION,MARITIMO,ECUADOR,349410.0,19760.0,2175000.0
1707,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2021-03-22,RUSSIAN FEDERATION,MARITIMO,ECUADOR,340215.0,19240.0,1724185.5015576323
1708,AGRIPAC S.A.,2021-04-19,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1034000.0,148087.5,2750000.0
1709,FERTISA AGIF C.L.,2021-04-28,INDONESIA,MARITIMO,ECUADOR,1298814.0,180015.0,3300000.0
1710,FERTISA AGIF C.L.,2021-04-28,INDONESIA,MARITIMO,ECUADOR,1922629.5,270022.5,4950000.0
1711,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2021-04-19,RUSSIAN FEDERATION,MARITIMO,ECUADOR,263394.59,54927.0,1020000.0
1712,FERTISA AGIF C.L.,2021-03-30,RUSSIAN FEDERATION,MARITIMO,ECUADOR,317696.41,18000.0,842400.0
1713,BRENNTAG ECUADOR S.A.,2021-04-19,ESTONIA,MARITIMO,ECUADOR,419205.84,60331.49,1120362.0
1714,BRENNTAG ECUADOR S.A.,2021-04-19,ESTONIA,MARITIMO,ECUADOR,1293010.5,180994.58,3361088.0
1715,FERMAGRI S.A.,2021-04-19,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1226377.12,181354.95,3367780.0
1716,FERTISA AGIF C.L.,2021-04-23,RUSSIAN FEDERATION,MARITIMO,ECUADOR,859520.0,124032.0,2176000.0
1717,FERTISA AGIF C.L.,2021-04-12,RUSSIAN FEDERATION,MARITIMO,ECUADOR,374048.03,21593.0,928000.0
1718,FERTISA AGIF C.L.,2021-04-12,RUSSIAN FEDERATION,MARITIMO,ECUADOR,360254.03,20919.0,894000.0
1719,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2021-04-28,INDONESIA,MARITIMO,ECUADOR,1270500.0,180015.0,3300000.0
1720,AGRIPAC S.A.,2021-04-28,INDONESIA,MARITIMO,ECUADOR,926594.62,106166.16,3299752.0
1721,AGRIPAC S.A.,2021-04-28,INDONESIA,MARITIMO,ECUADOR,369386.09,42323.04,3399980.392265193
1722,AGRIPAC S.A.,2021-04-28,INDONESIA,MARITIMO,ECUADOR,875380.0,99000.0,2200000.0
1723,FERMAGRI S.A.,2021-03-27,CHINA,MARITIMO,ECUADOR,825990.0,120010.0,2200000.0
1724,FERMAGRI S.A.,2021-03-31,CHINA,MARITIMO,ECUADOR,2040449.75,300463.03,5508030.0
1725,INDUSTRIAS DE MINERALES LA COLINA INDUCOLINA CIA. LTDA.,2021-04-19,RUSSIAN FEDERATION,MARITIMO,ECUADOR,190548.0,13572.0,504000.0
1726,SOLVESA ECUADOR S.A,2021-04-27,RUSSIAN FEDERATION,MARITIMO,ECUADOR,226640.0,13480.0,580000.0
1727,SOLVESA ECUADOR S.A,2021-04-27,RUSSIAN FEDERATION,MARITIMO,ECUADOR,229540.0,13480.0,580000.0
1728,FERMAGRI S.A.,2021-04-27,RUSSIAN FEDERATION,MARITIMO,ECUADOR,423616.0,32660.0,1064000.0
1729,FERTISA AGIF C.L.,2021-05-25,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1845539.62,324000.0,5402950.0
1730,INDUSTRIAS DE MINERALES LA COLINA INDUCOLINA CIA. LTDA.,2021-05-03,RUSSIAN FEDERATION,MARITIMO,ECUADOR,370128.0,22242.0,957000.0
1731,PROTECALEMAN REPRESENTACIONES QUIMICAS S.A,2021-05-10,RUSSIAN FEDERATION,MARITIMO,ECUADOR,105318.0,9000.0,261000.0
1732,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2021-05-19,CHINA,MARITIMO,ECUADOR,598568.38,100206.0,1800000.0
1733,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2021-05-19,CHINA,MARITIMO,ECUADOR,143098.69,22268.0,1680000.0
1734,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2021-05-19,CHINA,MARITIMO,ECUADOR,457916.16,71257.6,1084100.0109375
1735,SOLVESA ECUADOR S.A,2021-05-10,RUSSIAN FEDERATION,MARITIMO,ECUADOR,198234.0,12157.0,522000.0
1736,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2021-05-19,CHINA,MARITIMO,ECUADOR,820198.5,122474.0,2200000.0
1737,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2021-05-19,CHINA,MARITIMO,ECUADOR,761809.5,119690.5,2150000.0
1738,AGRIPAC S.A.,2021-05-19,CHINA,MARITIMO,ECUADOR,597217.44,97978.64,1759990.0
1739,AGRIPAC S.A.,2021-05-19,CHINA,MARITIMO,ECUADOR,1143298.88,179627.61,3226650.0
1740,AGRIPAC S.A.,2021-05-19,CHINA,MARITIMO,ECUADOR,1142864.62,182129.42,3271590.0
1741,AGRIPAC S.A.,2021-05-19,CHINA,MARITIMO,ECUADOR,1061074.75,182129.42,3271590.0
1742,SOLVESA ECUADOR S.A,2021-05-25,RUSSIAN FEDERATION,MARITIMO,ECUADOR,194123.0,11483.0,493000.0
1743,SOLVESA ECUADOR S.A,2021-05-17,CHINA,MARITIMO,ECUADOR,146000.0,26000.0,400000.0
1744,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2021-06-15,RUSSIAN FEDERATION,MARITIMO,ECUADOR,361970.0,23615.0,1008000.0
1745,FITO SANITARIO FITOSAN S.A.,2021-05-18,CHINA,MARITIMO,ECUADOR,122814.5,17285.5,300000.0
1746,FERTISA AGIF C.L.,2021-06-21,RUSSIAN FEDERATION,MARITIMO,ECUADOR,524398.0,33051.0,1411200.0
1747,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2021-06-21,RUSSIAN FEDERATION,MARITIMO,ECUADOR,424022.0,27659.0,1180800.0
1748,FERTISA AGIF C.L.,2021-07-04,RUSSIAN FEDERATION,MARITIMO,ECUADOR,4554170.0,800000.0,10052690.0
1749,FERTISA AGIF C.L.,2021-06-27,RUSSIAN FEDERATION,MARITIMO,ECUADOR,278251.97,17549.0,748800.0
1750,INDUSTRIAS DE MINERALES LA COLINA INDUCOLINA CIA. LTDA.,2021-06-27,RUSSIAN FEDERATION,MARITIMO,ECUADOR,208129.0,12806.0,550000.0
1751,FERMAGRI S.A.,2021-07-11,RUSSIAN FEDERATION,MARITIMO,ECUADOR,468827.0,39505.0,1073000.0
1752,FERTILIZANTES Y ABONOS PALACIOS MARQUEZ FERTIPALMA CIA LTDA,2021-06-27,RUSSIAN FEDERATION,MARITIMO,ECUADOR,54630.0,3370.0,145000.0
1753,SOLVESA ECUADOR S.A,2021-07-11,RUSSIAN FEDERATION,MARITIMO,ECUADOR,273020.0,17270.0,638000.0
1754,AGRIPAC S.A.,2021-07-04,RUSSIAN FEDERATION,MARITIMO,ECUADOR,2258119.5,390965.59,4887070.0
1755,FERTISA AGIF C.L.,2021-07-19,RUSSIAN FEDERATION,MARITIMO,ECUADOR,439791.03,25905.0,950400.0
1756,FERTISA AGIF C.L.,2021-07-19,RUSSIAN FEDERATION,MARITIMO,ECUADOR,559734.06,32970.0,1209600.0
1757,FITO SANITARIO FITOSAN S.A.,2021-08-19,RUSSIAN FEDERATION,MARITIMO,ECUADOR,130442.0,68614.0,377000.0
1758,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2021-07-26,RUSSIAN FEDERATION,MARITIMO,ECUADOR,392159.16,22765.0,841000.0
1759,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2021-07-26,RUSSIAN FEDERATION,MARITIMO,ECUADOR,270454.59,15700.0,580000.0
1760,PROTECALEMAN REPRESENTACIONES QUIMICAS S.A,2021-08-01,RUSSIAN FEDERATION,MARITIMO,ECUADOR,139617.0,7065.0,261000.0
1761,FERMAGRI S.A.,2021-08-01,RUSSIAN FEDERATION,MARITIMO,ECUADOR,552521.0,39505.0,1073000.0
1762,FERMAGRI S.A.,2021-08-01,RUSSIAN FEDERATION,MARITIMO,ECUADOR,307503.0,22465.0,609000.0
1763,FERTISA AGIF C.L.,2021-08-16,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1121197.75,73720.0,2188800.0
1764,FERTISA AGIF C.L.,2021-08-08,RUSSIAN FEDERATION,MARITIMO,ECUADOR,375499.97,19625.0,725000.0
1765,FERTISA AGIF C.L.,2021-08-08,RUSSIAN FEDERATION,MARITIMO,ECUADOR,375499.97,19625.0,725000.0
1766,FERTISA AGIF C.L.,2021-08-08,RUSSIAN FEDERATION,MARITIMO,ECUADOR,375499.97,24250.0,725000.0
1769,INDUSTRIAS DE MINERALES LA COLINA INDUCOLINA CIA. LTDA.,2021-08-22,RUSSIAN FEDERATION,MARITIMO,ECUADOR,260442.0,14130.0,522000.0
1770,FERMAGRI S.A.,2021-09-08,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1400025.0,282975.0,3300000.0
1771,FERMAGRI S.A.,2021-09-08,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1467510.0,282975.0,3300000.0
1772,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2021-08-22,RUSSIAN FEDERATION,MARITIMO,ECUADOR,312048.0,33000.0,638000.0
1773,FERMAGRI S.A.,2021-08-22,RUSSIAN FEDERATION,MARITIMO,ECUADOR,234288.0,17140.0,464000.0
1774,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2021-08-30,RUSSIAN FEDERATION,MARITIMO,ECUADOR,404320.0,21980.0,812000.0
1775,AGRIPAC S.A.,2021-09-24,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1672125.0,375000.0,3750000.0
1776,AGRIPAC S.A.,2021-09-24,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1750540.0,400100.0,4000000.0
1777,FERTISA AGIF C.L.,2021-10-07,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1278201.62,218496.0,2731200.0
1778,FERTISA AGIF C.L.,2021-10-07,RUSSIAN FEDERATION,MARITIMO,ECUADOR,769017.62,131456.0,1643200.0
1779,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2021-09-24,RUSSIAN FEDERATION,MARITIMO,ECUADOR,279500.0,65000.0,650000.0
1780,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2021-09-24,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1754830.0,385000.0,3850000.0
1781,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2021-09-24,RUSSIAN FEDERATION,MARITIMO,ECUADOR,211785.91,49715.0,3369800.0
1782,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2021-09-24,RUSSIAN FEDERATION,MARITIMO,ECUADOR,73125.35,16685.0,1724185.5015576323
1783,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2021-09-24,RUSSIAN FEDERATION,MARITIMO,ECUADOR,333983.66,76205.0,1724185.5015576323
1784,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2021-09-24,RUSSIAN FEDERATION,MARITIMO,ECUADOR,407639.28,92364.0,1724185.5015576323
1785,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2021-09-24,RUSSIAN FEDERATION,MARITIMO,ECUADOR,453347.09,102011.0,1724185.5015576323
1786,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2021-09-24,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1794677.5,385000.0,3850000.0
1787,AGRIPAC S.A.,2021-09-26,CHINA,MARITIMO,ECUADOR,2160720.0,387000.0,4500000.0
1788,FERMAGRI S.A.,2021-09-26,CHINA,MARITIMO,ECUADOR,2937223.0,358620.0,4170000.0
1789,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2021-09-14,RUSSIAN FEDERATION,MARITIMO,ECUADOR,387585.62,20435.0,754000.0
1790,AGRIPAC S.A.,2021-09-21,RUSSIAN FEDERATION,MARITIMO,ECUADOR,364482.0,18840.0,696000.0
1791,AGRIPAC S.A.,2021-09-21,RUSSIAN FEDERATION,MARITIMO,ECUADOR,476417.59,25120.0,928000.0
1792,AGRIPAC S.A.,2021-09-21,RUSSIAN FEDERATION,MARITIMO,ECUADOR,592283.25,30615.0,1131000.0
1793,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2021-09-21,RUSSIAN FEDERATION,MARITIMO,ECUADOR,355371.38,18840.0,696000.0
1795,AGRIPAC S.A.,2021-10-14,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1097645.75,62160.0,2146000.0
1796,AGRIPAC S.A.,2021-10-14,RUSSIAN FEDERATION,MARITIMO,ECUADOR,14833.05,840.0,29000.0
1797,FERMAGRI S.A.,2021-11-18,CHINA,MARITIMO,ECUADOR,4285890.0,614110.0,7000000.0
1798,PROTECALEMAN REPRESENTACIONES QUIMICAS S.A,2021-10-21,RUSSIAN FEDERATION,MARITIMO,ECUADOR,123614.0,6770.0,232000.0
1799,AGRIPAC S.A.,2021-10-26,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1705370.5,112730.76932515336,2336380.0
1800,AGRIPAC S.A.,2021-10-26,RUSSIAN FEDERATION,MARITIMO,ECUADOR,4131845.0,112730.76932515336,6541870.0
1801,AGRIPAC S.A.,2021-11-04,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1090076.25,112730.76932515336,2175000.0
1806,FERTISA AGIF C.L.,2021-12-22,RUSSIAN FEDERATION,MARITIMO,ECUADOR,856178.38,83380.54394366198,1082400.0
1807,FERTISA AGIF C.L.,2021-12-22,RUSSIAN FEDERATION,MARITIMO,ECUADOR,531048.0,83380.54394366198,654000.0
1808,AGRIPAC S.A.,2021-11-22,RUSSIAN FEDERATION,MARITIMO,ECUADOR,4037164.5,112730.76932515336,4449990.0
1809,FERTISA AGIF C.L.,2021-12-21,RUSSIAN FEDERATION,MARITIMO,ECUADOR,2595450.0,83380.54394366198,3300000.0
1810,FERTISA AGIF C.L.,2021-12-21,RUSSIAN FEDERATION,MARITIMO,ECUADOR,2148552.0,83380.54394366198,2646000.0
1811,FERTISA AGIF C.L.,2022-01-03,UNITED STATES,MARITIMO,ECUADOR,1936422.38,83380.54394366198,2200480.0
1812,AGRIPAC S.A.,2022-01-03,UNITED STATES,MARITIMO,ECUADOR,4007856.75,805.7,4411510.0
1813,BRENNTAG ECUADOR S.A.,2021-12-16,RUSSIAN FEDERATION,MARITIMO,ECUADOR,817052.0,32111.520714285714,928000.0
1814,BRENNTAG ECUADOR S.A.,2021-12-16,RUSSIAN FEDERATION,MARITIMO,ECUADOR,791516.0,32111.520714285714,899000.0
1815,BRENNTAG ECUADOR S.A.,2022-01-03,RUSSIAN FEDERATION,MARITIMO,ECUADOR,3017914.5,780.5,3311150.0
1816,FERMAGRI S.A.,2021-12-30,RUSSIAN FEDERATION,MARITIMO,ECUADOR,4102500.0,43794.817980769236,5000000.0
1817,FERMAGRI S.A.,2021-12-30,RUSSIAN FEDERATION,MARITIMO,ECUADOR,3534333.0,43794.817980769236,5000000.0
1818,FERMAGRI S.A.,2021-12-30,RUSSIAN FEDERATION,MARITIMO,ECUADOR,555026.69,43794.817980769236,1314992.8091286307
1819,BRENNTAG ECUADOR S.A.,2021-12-16,RUSSIAN FEDERATION,MARITIMO,ECUADOR,714883.0,32111.520714285714,812000.0
1820,SOLVESA ECUADOR S.A,2021-12-30,RUSSIAN FEDERATION,MARITIMO,ECUADOR,261150.0,17288.583711340205,300000.0
1821,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2021-12-21,RUSSIAN FEDERATION,MARITIMO,ECUADOR,622128.0,49483.8138170347,748800.0
1822,FERTISA AGIF C.L.,2021-12-30,RUSSIAN FEDERATION,MARITIMO,ECUADOR,2479936.0,83380.54394366198,3001060.0
1823,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2021-12-30,RUSSIAN FEDERATION,MARITIMO,ECUADOR,824260.0,49483.8138170347,1000000.0
1824,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2022-01-05,RUSSIAN FEDERATION,MARITIMO,ECUADOR,822500.0,49483.8138170347,1000000.0
1825,FERMAGRI S.A.,2022-01-08,CHINA,MARITIMO,ECUADOR,2780250.0,43794.817980769236,3300000.0
1826,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2022-01-08,CHINA,MARITIMO,ECUADOR,1468388.88,49483.8138170347,2200000.0
1827,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2022-01-08,CHINA,MARITIMO,ECUADOR,495243.16,49483.8138170347,1724185.5015576323
1828,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2022-01-27,CHINA,MARITIMO,ECUADOR,590291.56,49483.8138170347,1364836.0
1829,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2022-01-27,CHINA,MARITIMO,ECUADOR,597818.62,49483.8138170347,1724185.5015576323
1830,BRENNTAG ECUADOR S.A.,2021-12-30,RUSSIAN FEDERATION,MARITIMO,ECUADOR,851300.0,32111.520714285714,1000000.0
1831,SOLVESA ECUADOR S.A,2021-12-30,RUSSIAN FEDERATION,MARITIMO,ECUADOR,452070.0,17288.583711340205,522000.0
1832,SOLVESA ECUADOR S.A,2021-12-30,RUSSIAN FEDERATION,MARITIMO,ECUADOR,256950.0,17288.583711340205,290000.0
1833,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2021-12-19,RUSSIAN FEDERATION,MARITIMO,ECUADOR,308388.0,49483.8138170347,720000.0
1834,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2021-12-19,RUSSIAN FEDERATION,MARITIMO,ECUADOR,299100.0,49483.8138170347,1724185.5015576323
1835,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2021-12-19,RUSSIAN FEDERATION,MARITIMO,ECUADOR,616776.0,49483.8138170347,720000.0
1836,BRENNTAG ECUADOR S.A.,2021-12-19,RUSSIAN FEDERATION,MARITIMO,ECUADOR,452342.59,32111.520714285714,522000.0
1837,AGRIPAC S.A.,2022-01-05,RUSSIAN FEDERATION,MARITIMO,ECUADOR,613327.69,112730.76932515336,718940.0
1838,AGRIPAC S.A.,2021-12-30,RUSSIAN FEDERATION,MARITIMO,ECUADOR,2437513.75,112730.76932515336,2946170.0
1839,SOLVESA ECUADOR S.A,2022-01-12,RUSSIAN FEDERATION,MARITIMO,ECUADOR,526796.0,25225.0,508000.0
1840,BRENNTAG ECUADOR S.A.,2021-12-16,PAISES BAJOS,MARITIMO,ECUADOR,25811.0,32111.520714285714,29000.0
1841,SOLVESA ECUADOR S.A,2022-01-28,RUSSIAN FEDERATION,MARITIMO,ECUADOR,432911.22,17288.583711340205,502602.0
1842,SOLVESA ECUADOR S.A,2022-01-20,RUSSIAN FEDERATION,MARITIMO,ECUADOR,511479.0,17288.583711340205,493000.0
1843,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2022-02-27,RUSSIAN FEDERATION,MARITIMO,ECUADOR,485268.0,49483.8138170347,604800.0
1844,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2022-02-27,RUSSIAN FEDERATION,MARITIMO,ECUADOR,670132.0,49483.8138170347,835200.0
1845,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2022-02-27,RUSSIAN FEDERATION,MARITIMO,ECUADOR,577700.0,49483.8138170347,720000.0
1846,PROTECALEMAN REPRESENTACIONES QUIMICAS S.A,2022-02-27,RUSSIAN FEDERATION,MARITIMO,ECUADOR,111215.0,145.0,145000.0
1847,FERTISA AGIF C.L.,2022-04-04,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1799624.75,83380.54394366198,2928600.0
1848,VILLACIS ROVALINO DIEGO ALEXANDER,2022-02-27,RUSSIAN FEDERATION,MARITIMO,ECUADOR,149118.0,60048.74543799773,174000.0
1849,FERTISA AGIF C.L.,2022-04-04,RUSSIAN FEDERATION,MARITIMO,ECUADOR,2869445.25,83380.54394366198,2929500.0
1850,FERTISA AGIF C.L.,2022-03-05,RUSSIAN FEDERATION,MARITIMO,ECUADOR,2351764.0,83380.54394366198,4399521.0
1851,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2022-03-05,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1209010.0,34341.777933884296,2200000.0
1858,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2022-06-28,RUSSIAN FEDERATION,MARITIMO,ECUADOR,412794.62,49483.8138170347,5241448.0
1859,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2022-06-28,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1121424.38,49483.8138170347,1724185.5015576323
1860,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2022-06-28,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1129660.5,49483.8138170347,1724185.5015576323
1861,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2022-06-28,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1137911.5,49483.8138170347,1724185.5015576323
1862,FERTISA AGIF C.L.,2022-07-15,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1995389.5,83380.54394366198,6273000.0
1863,FERTISA AGIF C.L.,2022-07-15,RUSSIAN FEDERATION,MARITIMO,ECUADOR,301500.0,83380.54394366198,2581862.620762712
1864,FERTISA AGIF C.L.,2022-07-15,RUSSIAN FEDERATION,MARITIMO,ECUADOR,86932.5,83380.54394366198,2581862.620762712
1865,FERTISA AGIF C.L.,2022-07-15,RUSSIAN FEDERATION,MARITIMO,ECUADOR,768360.44,83380.54394366198,2581862.620762712
1866,FERMAGRI S.A.,2022-07-18,RUSSIAN FEDERATION,MARITIMO,ECUADOR,983500.0,43794.817980769236,2000000.0
1867,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2022-07-15,RUSSIAN FEDERATION,MARITIMO,ECUADOR,814471.25,49483.8138170347,2200000.0
1868,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2022-07-15,RUSSIAN FEDERATION,MARITIMO,ECUADOR,344488.75,49483.8138170347,1724185.5015576323
