,RAZON SOCIAL,FECHA,PAIS ORIGEN,VIA TRANSPORTE,PAIS DESTINO,FOB U$S,FLETE U$S,TOTAL KGS NETO,LATITUDE,LONGITUDE,NAME,TEMP,PRCP
914,AGRIPAC S.A.,2016-12-11,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1288218.75,234000.0,5850000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.3,0.0
915,AGRIPAC S.A.,2016-12-01,CHINA,MARITIMO,ECUADOR,1425157.5,157950.0,5850000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",75.6,0.0
916,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2016-12-11,RUSSIAN FEDERATION,MARITIMO,ECUADOR,206039.67,38019.96,950499.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.3,0.0
917,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2016-12-05,CHINA,MARITIMO,ECUADOR,1463551.0,167212.5,6900713.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",75.4,0.0
918,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2016-12-11,RUSSIAN FEDERATION,MARITIMO,ECUADOR,590625.0,108000.0,2700000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.3,0.0
919,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2016-12-01,CHINA,MARITIMO,ECUADOR,726300.0,81000.0,4950000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",75.6,0.0
920,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2016-12-01,CHINA,MARITIMO,ECUADOR,472095.0,52650.0,1724185.5015576323,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",75.6,0.0
921,ROSALES CALVA ESTALIN SEBASTIAN,2017-01-12,PERU,CARRETERA,ECUADOR,5062.4,416.94,32000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",80.2,0.0
922,VALDIVIESO RAMIREZ DALTON IVANOV,2017-01-12,RUSSIAN FEDERATION,CARRETERA,ECUADOR,25620.0,2700.0,96000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",80.2,0.0
923,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2016-12-19,RUSSIAN FEDERATION,MARITIMO,ECUADOR,258630.0,20350.0,1073000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",76.2,0.0
924,ROMAN VALDIVIESO MAXIMO ARTURO,2017-01-15,RUSSIAN FEDERATION,CARRETERA,ECUADOR,27690.0,2550.0,96000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",81.8,0.0
925,CALDERON ROGEL JEFFERSON ALEJANDRO,2017-01-15,RUSSIAN FEDERATION,CARRETERA,ECUADOR,9340.0,900.0,32000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",81.8,0.0
926,ROSALES CALVA ESTALIN SEBASTIAN,2017-01-16,PERU,CARRETERA,ECUADOR,4536.0,214.77,32000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",83.1,0.0
927,DELCORP S.A.,2017-01-02,UNITED STATES,MARITIMO,ECUADOR,48070.0,20672.0,272211.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",80.3,0.0
928,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2016-12-16,RUSSIAN FEDERATION,MARITIMO,ECUADOR,226540.8,47059.2,1094400.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",76.6,0.0
929,ANDERS ECUADOR CIA. LTDA.,2016-12-22,GERMANY,MARITIMO,ECUADOR,335.0,17.2,994.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",77.5,0.0
930,CALVA CALVA CHESDMER YAKSON,2017-01-18,RUSSIAN FEDERATION,CARRETERA,ECUADOR,13204.69,1300.58,64000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",79.6,0.03
931,EMPRESA PUBLICA UNIDAD NACIONAL DE ALMACENAMIENTO UNA EP,2016-12-16,CHINA,MARITIMO,ECUADOR,735900.0,132000.0,3300000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",76.6,0.0
932,EMPRESA PUBLICA UNIDAD NACIONAL DE ALMACENAMIENTO UNA EP,2016-11-30,CHINA,MARITIMO,ECUADOR,3395920.0,598400.0,14960000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",75.0,0.0
933,SOLVESA ECUADOR S.A,2016-12-09,RUSSIAN FEDERATION,MARITIMO,ECUADOR,72814.5,7392.0,319000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",77.6,0.0
934,FERMAGRI S.A.,2016-12-16,RUSSIAN FEDERATION,MARITIMO,ECUADOR,254769.0,24192.0,1042000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",76.6,0.0
935,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2016-12-25,RUSSIAN FEDERATION,MARITIMO,ECUADOR,126000.0,17790.0,504000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",79.0,0.0
936,FERMAGRI S.A.,2016-12-16,RUSSIAN FEDERATION,MARITIMO,ECUADOR,14181.0,1344.0,58000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",76.6,0.0
937,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2017-01-02,RUSSIAN FEDERATION,MARITIMO,ECUADOR,275921.81,28842.0,961400.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",80.3,0.0
938,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2017-01-14,RUSSIAN FEDERATION,MARITIMO,ECUADOR,483912.0,101200.0,2200000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",80.3,0.0
939,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2016-12-15,RUSSIAN FEDERATION,MARITIMO,ECUADOR,130650.0,17395.0,1073000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",74.9,0.0
940,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2016-12-15,RUSSIAN FEDERATION,MARITIMO,ECUADOR,111052.5,14034.0,1724185.5015576323,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",74.9,0.0
941,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2016-12-14,RUSSIAN FEDERATION,MARITIMO,ECUADOR,246532.0,45100.0,1100000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",76.2,0.0
942,FERMAGRI S.A.,2016-12-29,RUSSIAN FEDERATION,MARITIMO,ECUADOR,273756.0,25536.0,1100000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",80.3,0.0
943,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2017-01-06,RUSSIAN FEDERATION,MARITIMO,ECUADOR,276356.0,24586.0,1100000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",80.2,0.0
944,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2017-01-13,RUSSIAN FEDERATION,MARITIMO,ECUADOR,276356.0,24586.0,1100000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",81.3,0.0
945,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2017-01-22,RUSSIAN FEDERATION,MARITIMO,ECUADOR,136900.0,11000.0,580000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.9,0.0
946,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2017-01-22,RUSSIAN FEDERATION,MARITIMO,ECUADOR,122700.0,9900.0,520000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.9,0.0
947,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2017-01-13,RUSSIAN FEDERATION,MARITIMO,ECUADOR,307898.34,28131.56,1098460.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",81.3,0.0
948,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2017-02-02,RUSSIAN FEDERATION,MARITIMO,ECUADOR,460950.38,82041.0,2001000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.5,0.87
949,FERMAGRI S.A.,2017-01-13,RUSSIAN FEDERATION,MARITIMO,ECUADOR,267006.0,24586.0,1100000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",81.3,0.0
950,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2017-01-21,RUSSIAN FEDERATION,MARITIMO,ECUADOR,276356.0,24586.0,1100000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",76.4,1.85
951,FERMAGRI S.A.,2017-01-21,RUSSIAN FEDERATION,MARITIMO,ECUADOR,188681.95,16822.0,754000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",76.4,1.85
952,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2017-01-10,CHINA,MARITIMO,ECUADOR,541936.31,50063.4,2503170.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.1,0.0
953,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2017-01-26,RUSSIAN FEDERATION,MARITIMO,ECUADOR,276356.0,24586.0,1100000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.7,99.99
954,ROGEL JIMENEZ JAIME ENRIQUE,2017-03-03,RUSSIAN FEDERATION,CARRETERA,ECUADOR,6260.0,496.59,32000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",82.0,0.0
955,FERMAGRI S.A.,2017-02-05,RUSSIAN FEDERATION,MARITIMO,ECUADOR,188786.0,16822.0,754000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",80.3,0.0
956,ROGEL JIMENEZ JAIME ENRIQUE,2017-03-13,RUSSIAN FEDERATION,CARRETERA,ECUADOR,2184.0,253.99,32000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",80.7,0.0
957,ROGEL JIMENEZ JAIME ENRIQUE,2017-03-21,RUSSIAN FEDERATION,CARRETERA,ECUADOR,3744.0,371.39,32000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",81.4,0.0
958,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2017-03-05,RUSSIAN FEDERATION,MARITIMO,ECUADOR,393400.81,74520.0,1620000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",79.6,0.08
959,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2017-03-12,RUSSIAN FEDERATION,MARITIMO,ECUADOR,406514.16,77004.0,1674000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.8,0.2
960,COMERCIO AUTO PARTES CODEPARTES S.A.,2017-04-03,COLOMBIA,CARRETERA,ECUADOR,26.21,3.79,22800.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",79.5,99.99
961,ROGEL JIMENEZ JAIME ENRIQUE,2017-04-07,RUSSIAN FEDERATION,CARRETERA,ECUADOR,3120.0,347.58,32000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",80.6,0.08
962,FERMAGRI S.A.,2017-03-03,RUSSIAN FEDERATION,MARITIMO,ECUADOR,297256.0,24586.0,1100000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",82.0,0.0
963,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2017-03-20,RUSSIAN FEDERATION,MARITIMO,ECUADOR,230434.0,27898.0,835200.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",79.4,0.04
964,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2017-03-08,RUSSIAN FEDERATION,MARITIMO,ECUADOR,427840.0,39480.0,1680000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",79.9,0.03
965,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2017-03-20,RUSSIAN FEDERATION,MARITIMO,ECUADOR,222488.0,26941.0,806400.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",79.4,0.04
966,ROGEL JIMENEZ JAIME ENRIQUE,2017-04-24,RUSSIAN FEDERATION,CARRETERA,ECUADOR,1560.0,186.89,32000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",76.6,0.0
967,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2017-03-10,RUSSIAN FEDERATION,MARITIMO,ECUADOR,394264.0,33644.0,1508000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.9,0.0
968,MERCK C A,2017-04-21,GERMANY,AEREA,ECUADOR,200.78,6.2,160.43,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",79.5,0.0
969,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2017-03-10,RUSSIAN FEDERATION,MARITIMO,ECUADOR,226296.0,18116.0,812000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.9,0.0
970,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2017-04-17,RUSSIAN FEDERATION,MARITIMO,ECUADOR,262145.0,22200.0,1073000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",79.4,0.0
971,ACABADOS TEXTILES DEL ECUADOR S.A. ACATEXTIL,2017-05-08,COLOMBIA,CARRETERA,ECUADOR,470.0,39.47,12545.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",80.1,0.04
972,PLASTICAUCHO INDUSTRIAL S.A.,2017-04-26,UNITED STATES,MARITIMO,ECUADOR,3300.0,705.0,748.43,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",77.6,0.0
973,SOLVESA ECUADOR S.A,2017-04-01,RUSSIAN FEDERATION,MARITIMO,ECUADOR,121905.0,9705.0,435000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",79.8,1.14
974,FERMAGRI S.A.,2017-04-24,RUSSIAN FEDERATION,MARITIMO,ECUADOR,201225.0,23880.0,825000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",76.6,0.0
975,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2017-04-01,RUSSIAN FEDERATION,MARITIMO,ECUADOR,226296.0,18116.0,812000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",79.8,1.14
976,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2017-04-16,RUSSIAN FEDERATION,MARITIMO,ECUADOR,342882.0,31725.0,1332000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",79.5,0.0
977,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2017-04-13,RUSSIAN FEDERATION,MARITIMO,ECUADOR,221964.0,28855.0,864000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.5,0.0
978,FERMAGRI S.A.,2017-04-08,RUSSIAN FEDERATION,MARITIMO,ECUADOR,135099.0,14884.0,493000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",77.3,0.0
979,ANDERS ECUADOR CIA. LTDA.,2017-04-24,GERMANY,MARITIMO,ECUADOR,323.0,14.65,1345.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",76.6,0.0
980,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2017-04-06,RUSSIAN FEDERATION,MARITIMO,ECUADOR,710995.31,71939.14,2726000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",81.6,0.0
981,SOLVESA ECUADOR S.A,2017-04-30,RUSSIAN FEDERATION,MARITIMO,ECUADOR,105840.0,9000.0,435000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",79.1,99.99
982,ROGEL JIMENEZ JAIME ENRIQUE,2017-05-30,RUSSIAN FEDERATION,CARRETERA,ECUADOR,6120.0,545.86,32000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.7,0.0
983,FERMAGRI S.A.,2017-05-08,RUSSIAN FEDERATION,MARITIMO,ECUADOR,201225.0,34800.0,825000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",80.1,0.04
984,FERMAGRI S.A.,2017-04-08,RUSSIAN FEDERATION,MARITIMO,ECUADOR,15894.0,16618.0,58000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",77.3,0.0
985,FERMAGRI S.A.,2017-05-14,RUSSIAN FEDERATION,MARITIMO,ECUADOR,135099.0,12384.0,493000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.9,0.0
986,AGRIPAC S.A.,2017-05-14,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1508531.5,268934.41,6723360.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.9,0.0
987,AGRIPAC S.A.,2017-05-07,EGYPT,MARITIMO,ECUADOR,1478427.5,204600.0,6600000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",80.4,0.0
988,SOLVESA ECUADOR S.A,2017-05-14,RUSSIAN FEDERATION,MARITIMO,ECUADOR,99750.0,9000.0,435000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.9,0.0
989,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2017-05-07,EGYPT,MARITIMO,ECUADOR,734514.0,102300.0,3300000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",80.4,0.0
990,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2017-05-14,RUSSIAN FEDERATION,MARITIMO,ECUADOR,499523.25,89644.8,2241120.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.9,0.0
991,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2017-05-07,EGYPT,MARITIMO,ECUADOR,488752.0,68200.0,2200000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",80.4,0.0
992,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2017-05-07,EGYPT,MARITIMO,ECUADOR,497640.0,68200.0,2200000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",80.4,0.0
993,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2017-05-14,RUSSIAN FEDERATION,MARITIMO,ECUADOR,317879.03,57046.8,1426170.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.9,0.0
994,DELCORP S.A.,2017-05-12,CHINA,MARITIMO,ECUADOR,36712.17,3382.83,99000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",80.9,0.0
995,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2017-05-14,RUSSIAN FEDERATION,MARITIMO,ECUADOR,477048.0,88000.0,2200000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.9,0.0
996,CORPORACION ELECTRICA DEL ECUADOR CELEC EP,2017-06-03,FRANCE,MARITIMO,ECUADOR,5012.0,1471.62,24500.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",77.5,0.0
997,CORPORACION ELECTRICA DEL ECUADOR CELEC EP,2017-06-03,FRANCE,MARITIMO,ECUADOR,3759.0,1103.72,24500.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",77.5,0.0
998,RUIZ JARAMILLO CRISTOVAL ERNESTO,2017-06-22,RUSSIAN FEDERATION,CARRETERA,ECUADOR,4575.0,398.63,64000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",77.0,0.03
999,FERMAGRI S.A.,2017-05-28,RUSSIAN FEDERATION,MARITIMO,ECUADOR,132710.41,14860.0,518400.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",79.6,0.0
1000,CORPORACION ELECTRICA DEL ECUADOR CELEC EP,2017-06-03,FRANCE,MARITIMO,ECUADOR,5012.0,1260.0,24500.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",77.5,0.0
1001,CORPORACION ELECTRICA DEL ECUADOR CELEC EP,2017-06-03,FRANCE,MARITIMO,ECUADOR,3759.0,945.0,24500.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",77.5,0.0
1002,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2017-05-28,RUSSIAN FEDERATION,MARITIMO,ECUADOR,117575.0,11400.0,550000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",79.6,0.0
1003,BRENNTAG ECUADOR S.A.,2017-05-29,RUSSIAN FEDERATION,MARITIMO,ECUADOR,177838.19,24540.0,748800.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",77.8,0.0
1004,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2017-06-04,RUSSIAN FEDERATION,MARITIMO,ECUADOR,111609.0,10800.0,522000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",77.3,0.0
1005,FERMAGRI S.A.,2017-06-05,RUSSIAN FEDERATION,MARITIMO,ECUADOR,112968.28,17675.0,556494.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",77.6,0.0
1006,BRENNTAG ECUADOR S.A.,2017-06-05,RUSSIAN FEDERATION,MARITIMO,ECUADOR,177838.19,24540.0,748800.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",77.6,0.0
1007,ESPECTROCROM CIA. LTDA.,2017-07-02,GERMANY,AEREA,ECUADOR,304.83,38.92,236.8,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",75.1,0.0
1008,ROGEL JIMENEZ JAIME ENRIQUE,2017-07-06,RUSSIAN FEDERATION,CARRETERA,ECUADOR,5508.0,407.08,32000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",76.7,0.0
1009,FERMAGRI S.A.,2017-06-11,RUSSIAN FEDERATION,MARITIMO,ECUADOR,207625.5,45066.0,1073.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",75.5,0.04
1010,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2017-06-24,RUSSIAN FEDERATION,MARITIMO,ECUADOR,429680.16,100556.0,2186000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.1,0.0
1011,FERMAGRI S.A.,2017-06-19,RUSSIAN FEDERATION,MARITIMO,ECUADOR,106425.0,23100.0,550000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",77.2,0.02
1012,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2017-06-19,RUSSIAN FEDERATION,MARITIMO,ECUADOR,117575.0,11400.0,550000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",77.2,0.02
1013,FERMAGRI S.A.,2017-06-17,RUSSIAN FEDERATION,MARITIMO,ECUADOR,111639.85,14848.65,549950.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",77.3,0.0
1014,ROGEL JIMENEZ JAIME ENRIQUE,2017-07-20,RUSSIAN FEDERATION,CARRETERA,ECUADOR,3900.0,306.6,32000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",75.2,0.0
1015,ROGEL JIMENEZ JAIME ENRIQUE,2017-07-20,RUSSIAN FEDERATION,CARRETERA,ECUADOR,3000.0,235.85,42666.666666666664,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",75.2,0.0
1016,SOTO JIMENEZ ROXI DEL CISNE,2017-07-20,VENEZUELA,CARRETERA,ECUADOR,2986.75,200.02,52000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",75.2,0.0
1017,ACABADOS TEXTILES DEL ECUADOR S.A. ACATEXTIL,2017-07-19,COLOMBIA,CARRETERA,ECUADOR,141.0,5.6,17412.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",73.4,0.0
1018,SOLVESA ECUADOR S.A,2017-06-26,RUSSIAN FEDERATION,MARITIMO,ECUADOR,65174.89,6600.11,319000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",77.4,0.0
1019,FERMAGRI S.A.,2017-06-26,RUSSIAN FEDERATION,MARITIMO,ECUADOR,106425.0,23100.0,550000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",77.4,0.0
1020,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2017-06-03,CHINA,MARITIMO,ECUADOR,678090.0,72000.0,3000000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",77.5,0.0
1021,FERMAGRI S.A.,2017-07-02,RUSSIAN FEDERATION,MARITIMO,ECUADOR,106425.0,23100.0,550000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",75.1,0.0
1022,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2017-07-02,RUSSIAN FEDERATION,MARITIMO,ECUADOR,115464.5,11400.0,541000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",75.1,0.0
1023,FERTILIZANTES LATINOAMERICANOS FERTILA CIA. LTDA.,2017-06-18,CHINA,MARITIMO,ECUADOR,29095.0,4405.0,50000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",77.8,0.0
1024,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2017-07-21,CHINA,MARITIMO,ECUADOR,553176.0,75600.0,2700000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",74.3,0.0
1025,ANDERS ECUADOR CIA. LTDA.,2017-07-31,GERMANY,MARITIMO,ECUADOR,255.0,14.74,921.05,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",73.7,0.0
1026,VALDIVIESO RAMIREZ DALTON IVANOV,2017-08-21,RUSSIAN FEDERATION,CARRETERA,ECUADOR,32240.0,3600.0,128000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",75.6,0.0
1027,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2017-08-01,RUSSIAN FEDERATION,MARITIMO,ECUADOR,339920.0,33600.0,1624000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",75.1,0.0
1028,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2017-08-11,RUSSIAN FEDERATION,MARITIMO,ECUADOR,220961.52,51084.0,1161000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",74.0,0.0
1029,ROGEL JIMENEZ JAIME ENRIQUE,2017-08-28,RUSSIAN FEDERATION,CARRETERA,ECUADOR,2100.0,177.97,32000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",75.8,0.0
1030,FERMAGRI S.A.,2017-08-06,RUSSIAN FEDERATION,MARITIMO,ECUADOR,218100.0,31260.0,1100000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",73.5,0.0
